CASE ID,SOURCE,DEPARTMENT,WORK GROUP,REQUEST TYPE,CATEGORY,TYPE,DETAIL,CREATION DATE,CREATION TIME,CREATION MONTH,CREATION YEAR,STATUS,EXCEEDED EST TIMEFRAME,CLOSED DATE,CLOSED MONTH,CLOSED YEAR,DAYS TO CLOSE,STREET ADDRESS,ADDRESS WITH GEOCODE,ZIP CODE,NEIGHBORHOOD,COUNTY,COUNCIL DISTRICT,POLICE DISTRICT,PARCEL ID NO,LATITUDE,LONGITUDE,CASE URL,30-60-90 Days Open Window,nbh_id,nbh_name
2019208559,PHONE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by City,Trash / Recycling,Trash Collection,Missed by City,12/23/2019,04:57 PM,12,2019,RESOL,N,12/24/2019,12.0,2019.0,1.0,805 E 41st St,"805 E 41st St64110
(39.052414, -94.575435)",64110.0,South Hyde Park,Jackson,4.0,Central,133590,39.052414,-94.575435,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019208559,,78,South Hyde Park
2019207193,WEB,NHS,NHS-Neighborhood Preservation-,Property Violations,Mowing / Weeds,Private / Commercial,Lot - Structure,12/19/2019,05:00 PM,12,2019,OPEN,N,,,,,4228 Campbell St,"4228 Campbell St64110
(39.049852, -94.575169)",64110.0,South Hyde Park,Jackson,4.0,Central,133547,39.049852,-94.575169,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019207193,0.0,78,South Hyde Park
2019198583,PHONE,Water Services,Water Services-Line Maintenance-Leaf Brush,Trash / Recycling-Leaf / Brush-Missed Pick Up,Trash / Recycling,Leaf / Brush,Missed Pick Up,12/02/2019,03:51 PM,12,2019,RESOL,Y,12/18/2019,12.0,2019.0,16.0,4329 Campbell St,"4329 Campbell St64110
(39.047893, -94.574577)",64110.0,South Hyde Park,Jackson,4.0,Central,139035,39.047893,-94.574577,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019198583,,78,South Hyde Park
2020038113,WEB,Public Works,Public Works-Street and Traffic-District 2,Streets / Roadways / Alleys-Pothole-District 2,Streets / Roadways / Alleys,Pothole,District 2,03/12/2020,08:48 PM,3,2020,RESOL,Y,03/25/2020,3.0,2020.0,13.0,4300 Campbell St,"4300 Campbell St64110
(39.048879, -94.575232)",64110.0,South Hyde Park,Jackson,4.0,Central,139046,39.048879,-94.575232,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020038113,,78,South Hyde Park
2020062001,PHONE,NHS,NHS-Solid Waste-Administration,Trash / Recycling-Services-Feedback,Trash / Recycling,Services,Feedback,05/04/2020,05:00 PM,5,2020,RESOL,N,05/05/2020,5.0,2020.0,1.0,4104 Harrison St,"4104 Harrison St64110
(39.052296, -94.573843)",64110.0,South Hyde Park,Jackson,4.0,Central,133468,39.05229600000001,-94.573843,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020062001,,78,South Hyde Park
2020007385,WEB,NHS,NHS-Neighborhood Preservation-,Property Violations,Trash / Recycling,Nuisance,Trash on Private Property,01/16/2020,07:14 PM,1,2020,OPEN,N,,,,,805 E 39th St,"805 E 39th St64110
(39.056005, -94.575254)",64110.0,South Hyde Park,Jackson,4.0,Central,133023,39.056005,-94.575254,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020007385,0.0,78,South Hyde Park
2019189099,WEB,Public Works,Public Works-Street and Traffic-District 2,Streets / Roadways / Alleys-Pothole-District 2,Streets / Roadways / Alleys,Pothole,District 2,11/05/2019,11:52 AM,11,2019,RESOL,Y,12/02/2019,12.0,2019.0,27.0,4242 Charlotte St,"4242 Charlotte St64110
(39.049327, -94.576348)",64110.0,South Hyde Park,Jackson,4.0,Central,133625,39.04932700000001,-94.576348,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019189099,,78,South Hyde Park
2020086215,PHONE,Water Services,Water Services-Engineering-Water and Sewer,Capital Projects-Sewer-Engineering,Capital Projects,Sewer,Engineering,06/22/2020,04:15 PM,6,2020,RESOL,Y,09/08/2020,9.0,2020.0,78.0,4428 Harrison St,"4428 Harrison St64110
(39.046073, -94.574189)",64110.0,South Hyde Park,Jackson,4.0,Central,139128,39.046073,-94.574189,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020086215,,78,South Hyde Park
2020001505,WEB,Parks and Rec,Parks and Rec-Landscape Services-Forestry,Trees-Trimming-Tree Limbs,Trees,Trimming,Tree Limbs,01/05/2020,07:27 PM,1,2020,RESOL,Y,01/16/2020,1.0,2020.0,11.0,4137 Kenwood Ave,"4137 Kenwood Ave64110
(39.05132, -94.577909)",64110.0,South Hyde Park,Jackson,4.0,Central,133334,39.05132,-94.577909,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020001505,,78,South Hyde Park
2019204954,PHONE,NHS,NHS-Neighborhood Preservation-,Property Violations,Property / Buildings / Construction,Property Maintenance,Other Property Issue,12/17/2019,03:34 PM,12,2019,OPEN,N,,,,,4028 Holmes St,"4028 Holmes St64110
(39.053383, -94.577277)",64110.0,South Hyde Park,Jackson,4.0,Central,133284,39.053383,-94.577277,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019204954,0.0,78,South Hyde Park
