CASE ID,SOURCE,DEPARTMENT,WORK GROUP,REQUEST TYPE,CATEGORY,TYPE,DETAIL,CREATION DATE,CREATION TIME,CREATION MONTH,CREATION YEAR,STATUS,EXCEEDED EST TIMEFRAME,CLOSED DATE,CLOSED MONTH,CLOSED YEAR,DAYS TO CLOSE,STREET ADDRESS,ADDRESS WITH GEOCODE,ZIP CODE,NEIGHBORHOOD,COUNTY,COUNCIL DISTRICT,POLICE DISTRICT,PARCEL ID NO,LATITUDE,LONGITUDE,CASE URL,30-60-90 Days Open Window,nbh_id,nbh_name
2019208478,BOT,NHS,NHS-Solid Waste-,Trash / Recycling-Recycling-Missed by City,Trash / Recycling,Recycling,Missed by City,12/23/2019,03:26 PM,12,2019,RESOL,N,12/24/2019,12.0,2019.0,1.0,3652 Campbell St,"3652 Campbell St64109
(39.059664, -94.574594)",64109.0,Central Hyde Park,Jackson,4.0,Central,131902,39.059664,-94.574594,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019208478,,77,Central Hyde Park
2019208539,BOT,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by City,Trash / Recycling,Trash Collection,Missed by City,12/23/2019,04:35 PM,12,2019,RESOL,N,12/24/2019,12.0,2019.0,1.0,412 E 36th St,"412 E 36th St64109
(39.062098, -94.58043)",64109.0,Central Hyde Park,Jackson,4.0,Central,131765,39.062098,-94.58043,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019208539,,77,Central Hyde Park
2019205334,BOT,NHS,NHS-Solid Waste-,Trash / Recycling-Recycling-Missed by City,Trash / Recycling,Recycling,Missed by City,12/18/2019,07:53 AM,12,2019,RESOL,N,12/20/2019,12.0,2019.0,2.0,3741 Campbell St,"3741 Campbell St64109
(39.058421, -94.573975)",64109.0,Central Hyde Park,Jackson,4.0,Central,131987,39.058421,-94.573975,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019205334,,77,Central Hyde Park
2019205335,BOT,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by City,Trash / Recycling,Trash Collection,Missed by City,12/18/2019,07:53 AM,12,2019,RESOL,Y,12/20/2019,12.0,2019.0,2.0,3741 Campbell St,"3741 Campbell St64109
(39.058421, -94.573975)",64109.0,Central Hyde Park,Jackson,4.0,Central,131987,39.058421,-94.573975,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019205335,,77,Central Hyde Park
2019205384,PHONE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by City,Trash / Recycling,Trash Collection,Missed by City,12/18/2019,08:25 AM,12,2019,RESOL,Y,12/20/2019,12.0,2019.0,2.0,401 E 36th St,"401 E 36th St64109
(39.061553, -94.580788)",64109.0,Central Hyde Park,Jackson,4.0,Central,131835,39.061553,-94.580788,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019205384,,77,Central Hyde Park
2020093318,PHONE,Parks and Rec,Parks and Rec-Central Region-,Mowing / Weeds-Parks-Central,Mowing / Weeds,Parks,Central,07/08/2020,12:18 PM,7,2020,OPEN,N,,,,,97 Janssen Pl,"97 Janssen Pl64109
(39.058222, -94.577993)",64109.0,Central Hyde Park,Jackson,4.0,Central,131855,39.058222,-94.577993,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020093318,0.0,77,Central Hyde Park
2020117577,PHONE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by City,Trash / Recycling,Trash Collection,Missed by City,08/31/2020,10:05 AM,8,2020,RESOL,N,09/01/2020,9.0,2020.0,1.0,3741 Campbell St,"3741 Campbell St64109
(39.058421, -94.573975)",64109.0,Central Hyde Park,Jackson,4.0,Central,131987,39.058421,-94.573975,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020117577,,77,Central Hyde Park
2019178966,WEB,Parks and Rec,Parks and Rec-Landscape Services-Forestry Tech,Trees-Services-Plant City Tree Request,Trees,Services,Plant City Tree Request,10/12/2019,08:16 AM,10,2019,RESOL,N,10/16/2019,10.0,2019.0,4.0,3541 Gillham Rd,"3541 Gillham Rd64109
(39.062145, -94.580718)",64109.0,Central Hyde Park,Jackson,4.0,Central,131764,39.062145,-94.580718,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019178966,,77,Central Hyde Park
2019199860,PHONE,Water Services,Water Services-Line Maintenance-Wastewater,Sewer-Sewer Backup / Leak-In a house,Storm Water / Sewer,Sewer Backup / Leak,In A House,12/04/2019,04:44 PM,12,2019,RESOL,N,12/09/2019,12.0,2019.0,5.0,3743 Harrison Blvd,"3743 Harrison Blvd64109
(39.058115, -94.572827)",64109.0,Central Hyde Park,Jackson,4.0,Central,131965,39.058115,-94.572827,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019199860,,77,Central Hyde Park
2019176388,PHONE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by City,Trash / Recycling,Trash Collection,Missed by City,10/07/2019,11:01 AM,10,2019,RESOL,Y,10/09/2019,10.0,2019.0,2.0,3506 Harrison Blvd,"3506 Harrison Blvd64109
(39.062732, -94.573289)",64109.0,Central Hyde Park,Jackson,4.0,Central,131624,39.062732,-94.573289,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019176388,,77,Central Hyde Park
