CASE ID,SOURCE,DEPARTMENT,WORK GROUP,REQUEST TYPE,CATEGORY,TYPE,DETAIL,CREATION DATE,CREATION TIME,CREATION MONTH,CREATION YEAR,STATUS,EXCEEDED EST TIMEFRAME,CLOSED DATE,CLOSED MONTH,CLOSED YEAR,DAYS TO CLOSE,STREET ADDRESS,ADDRESS WITH GEOCODE,ZIP CODE,NEIGHBORHOOD,COUNTY,COUNCIL DISTRICT,POLICE DISTRICT,PARCEL ID NO,LATITUDE,LONGITUDE,CASE URL,30-60-90 Days Open Window,nbh_id,nbh_name
2019193337,PHONE,Water Services,Water Services-Line Maintenance-Stormwater,Stormwater-Storm Drain / Catch Basin-Dropped Personal Item,Storm Water / Sewer,Storm Drain / Catch Basin,Dropped Personal Item,11/16/2019,02:55 PM,11,2019,RESOL,N,11/22/2019,11.0,2019.0,6.0,938 Mulberry St,"938 Mulberry St64101
(39.102738, -94.600134)",64101.0,,Jackson,4.0,Central,123162,39.102738,-94.600134,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019193337,,0,
2018059294,WEB,NHS,NHS-Neighborhood Preservation-,Property Violations,Vehicles / Parking,Disabled/Unlicensed on Private Property,Car Private Property,05/11/2018,09:37 AM,5,2018,RESOL,Y,10/24/2019,10.0,2019.0,531.0,1100 Santa Fe St,"1100 Santa Fe St64101
(39.101374, -94.598571)",64101.0,,Jackson,4.0,Central,123205,39.101374,-94.598571,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2018059294,,0,
2019193368,PHONE,Parks and Rec,Parks and Rec-South Region-,Parks & Recreation-Park Maintenance-South,Parks & Recreation,Park Maintenance,South,11/17/2019,11:51 AM,11,2019,RESOL,Y,12/09/2019,12.0,2019.0,22.0,4201 E 63rd St,"4201 E 63rd St64132
(39.007821, -94.530853)",64132.0,,Jackson,5.0,Metro,22,39.007821,-94.530853,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019193368,,0,
2020007546,PHONE,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,01/17/2020,12:53 PM,1,2020,RESOL,Y,02/10/2020,2.0,2020.0,24.0,1430 Genessee St,"1430 Genessee St64102
(39.096651, -94.605345)",64102.0,,Jackson,4.0,Central,123299,39.096651,-94.605345,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020007546,,0,
2020038649,PHONE,Water Services,Water Services-Administration-,Water-Services-Service Issue / Problem,Water,Services,Service Issue / Problem,03/13/2020,04:00 PM,3,2020,RESOL,Y,04/28/2020,4.0,2020.0,46.0,1800 N Topping Ave,"1800 N Topping Ave64120
(39.141537, -94.514613)",64120.0,,Jackson,4.0,East,220215,39.141537,-94.514613,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020038649,,0,
2019145742,PHONE,Water Services,Water Services-Line Maintenance-Restoration,Water-Pipeline Referral-Restoration,Water,Pipeline Referral,Restoration,08/07/2019,09:52 AM,8,2019,RESOL,Y,11/25/2019,11.0,2019.0,110.0,651 Mulberry St,"651 Mulberry St64101
(39.106535, -94.598565)",64101.0,,Jackson,4.0,Central,206967,39.106535,-94.598565,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019145742,,0,
2020050731,PHONE,NHS,NHS-Tow-Administration,Vehicles / Parking-Tow Services-Service Issue / Problem,Vehicles / Parking,Tow Services,Service Issue / Problem,04/09/2020,05:28 PM,4,2020,RESOL,N,04/10/2020,4.0,2020.0,1.0,7750 E Front St,"7750 E Front St64120
(39.136326, -94.490605)",64120.0,,Jackson,4.0,East,46593,39.136326,-94.490605,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020050731,,0,
2019177893,PHONE,Health,Health-Food Protection-,Public Health-Food Establishment-Restaurant,Public Health,Food Establishment,Restaurant,10/09/2019,05:28 PM,10,2019,RESOL,N,10/10/2019,10.0,2019.0,1.0,1601 W 12th St,"1601 W 12th St64101
(39.099663, -94.604166)",64101.0,,Jackson,4.0,Central,123243,39.099663,-94.604166,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019177893,,0,
2020101974,PHONE,KCPD,KCPD-Parking Control-,Vehicles / Parking-Abandoned On Street-Car,Vehicles / Parking,Abandoned On Street,Car,07/24/2020,05:24 PM,7,2020,RESOL,N,07/27/2020,7.0,2020.0,3.0,1304 W 21st St,"1304 W 21st St64102
(39.088303, -94.599938)",64102.0,Westside North,Jackson,4.0,Central,124055,39.088303,-94.599938,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020101974,,0,
2020093179,PHONE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Bite-Animal on Animal,Animals / Pets,Bite,Animal on Animal,07/08/2020,10:16 AM,7,2020,RESOL,N,07/08/2020,7.0,2020.0,0.0,4750 E Gregory Blvd,"4750 E Gregory Blvd64132
(38.99812, -94.530588)",64132.0,,Jackson,5.0,Metro,34,38.99812,-94.530588,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020093179,,0,
2020096471,WEB,Health,Health-Communicable Disease Control-,Public Health-Disease Control-All,Public Health,Disease Control,All,07/15/2020,07:18 AM,7,2020,RESOL,Y,07/24/2020,7.0,2020.0,9.0,6551 E Front St,"6551 E Front St64120
(39.129618, -94.505052)",64120.0,,Jackson,4.0,East,264584,39.129618,-94.505052,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020096471,,0,
2019190032,PHONE,Water Services,Water Services-Line Maintenance-Wastewater,Sewer-Manhole-Missing / Broken,Storm Water / Sewer,Manhole,Missing / Broken,11/07/2019,08:16 AM,11,2019,RESOL,N,11/07/2019,11.0,2019.0,0.0,4700 Deramus Ave,"4700 Deramus Ave64120
(39.137327, -94.526264)",64120.0,,Jackson,4.0,East,38305,39.137327,-94.526264,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019190032,,0,
2019180539,PHONE,City Managers Office,City Managers Office-311 Call Center-Support,Government-Not Provided By KCMO-MODOT,Government,Not Provided By KCMO,MODOT,10/16/2019,08:21 AM,10,2019,RESOL,N,11/26/2019,11.0,2019.0,41.0,250 N Richards Rd,"250 N Richards Rd64116
(39.119053, -94.595171)",64116.0,,Clay,4.0,North,86293,39.119053,-94.595171,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019180539,,0,
2020004582,PHONE,Water Services,Water Services-Line Maintenance-Stormwater,Stormwater-Storm Drain / Catch Basin-Clogged / Over-Flow,Storm Water / Sewer,Storm Drain / Catch Basin,Clogged / Over-Flow,01/10/2020,09:59 PM,1,2020,RESOL,Y,02/06/2020,2.0,2020.0,27.0,324 N Belmont Blvd,"324 N Belmont Blvd64123
(39.114906, -94.509607)",64123.0,North Indian Mound,Jackson,4.0,East,251308,39.114906,-94.509607,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020004582,,0,
2019195570,EMAIL,Public Works,Public Works-Street and Traffic-District 2,Streets/Roadways/Alleys-Other Maintenance-District 2,Streets / Roadways / Alleys,Other-Maintenance,District 2,11/21/2019,03:47 PM,11,2019,RESOL,Y,12/30/2019,12.0,2019.0,39.0,815 W 12th St,"815 W 12th St64105
(39.10012, -94.595343)",64105.0,,Jackson,4.0,Central,123363,39.10012,-94.595343,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019195570,,0,
