CASE ID,SOURCE,DEPARTMENT,WORK GROUP,REQUEST TYPE,CATEGORY,TYPE,DETAIL,CREATION DATE,CREATION TIME,CREATION MONTH,CREATION YEAR,STATUS,EXCEEDED EST TIMEFRAME,CLOSED DATE,CLOSED MONTH,CLOSED YEAR,DAYS TO CLOSE,STREET ADDRESS,ADDRESS WITH GEOCODE,ZIP CODE,NEIGHBORHOOD,COUNTY,COUNCIL DISTRICT,POLICE DISTRICT,PARCEL ID NO,LATITUDE,LONGITUDE,CASE URL,30-60-90 Days Open Window,nbh_id,nbh_name
2020038365,WEB,Public Works,Public Works-Street and Traffic-District 2,Streets / Roadways / Alleys-Pothole-District 2,Streets / Roadways / Alleys,Pothole,District 2,03/13/2020,10:56 AM,3,2020,RESOL,Y,03/25/2020,3.0,2020.0,12.0,3328 Tracy Ave,"3328 Tracy Ave64109
(39.065702, -94.569684)",64109.0,Center City,Jackson,3.0,Central,125798,39.065702,-94.569684,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020038365,,67,Center City
2019199312,PHONE,Water Services,Water Services-Line Maintenance-Leaf Brush,Trash / Recycling-Leaf / Brush-Missed Pick Up,Trash / Recycling,Leaf / Brush,Missed Pick Up,12/03/2019,06:01 PM,12,2019,RESOL,Y,12/18/2019,12.0,2019.0,15.0,1331 E 32nd Ter,"1331 E 32nd Ter64109
(39.067392, -94.56794)",64109.0,Center City,Jackson,3.0,Central,125607,39.067392,-94.56794,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019199312,,67,Center City
2019189675,PHONE,Health,Health-Healthy Homes-,Public Health-Services-Healthy Homes Information,Public Health,Services,Healthy Homes Information,11/06/2019,11:52 AM,11,2019,RESOL,Y,12/02/2019,12.0,2019.0,26.0,1110 E Armour Blvd,"1110 E Armour Blvd64109
(39.06354, -94.57099)",64109.0,Center City,Jackson,3.0,Central,228924,39.06354,-94.57099,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019189675,,67,Center City
2019187114,PHONE,NHS,NHS-Neighborhood Preservation-,Property Violations,Mowing / Weeds,Private / Commercial,Lot - Structure,10/31/2019,09:18 AM,10,2019,RESOL,N,11/07/2019,11.0,2019.0,7.0,3319 Tracy Ave,"3319 Tracy Ave64109
(39.06607, -94.569032)",64109.0,Center City,Jackson,3.0,Central,125839,39.06607,-94.569032,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019187114,,67,Center City
2019190016,PHONE,NHS,NHS-Solid Waste-Illegal Dumping,Trash / Recycling-Dumping-ROW Central,Trash / Recycling,Dumping,Right of Way Central,11/07/2019,07:57 AM,11,2019,RESOL,N,11/12/2019,11.0,2019.0,5.0,3413 Forest Ave,"3413 Forest Ave64109
(39.064491, -94.570205)",64109.0,Center City,Jackson,3.0,Central,125758,39.064491,-94.570205,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019190016,,67,Center City
2020012961,PHONE,Public Works,Public Works-Street and Traffic-District 2,Streets / Roadways / Alleys-Pothole-District 2,Streets / Roadways / Alleys,Pothole,District 2,01/27/2020,05:10 PM,1,2020,RESOL,Y,02/06/2020,2.0,2020.0,10.0,3201 Troost Ave,"3201 Troost Ave64109
(39.068439, -94.570996)",64109.0,Center City,Jackson,3.0,Central,125643,39.068439,-94.570996,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020012961,,67,Center City
2020096048,PHONE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by City,Trash / Recycling,Trash Collection,Missed by City,07/14/2020,11:26 AM,7,2020,RESOL,Y,07/17/2020,7.0,2020.0,3.0,3300 Virginia Ave,"3300 Virginia Ave64109
(39.066624, -94.568442)",64109.0,Center City,Jackson,3.0,Central,125863,39.066624,-94.568442,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020096048,,67,Center City
2020073442,PHONE,Water Services,Water Services-Line Maintenance-Wastewater,Stormwater / Sewer-Services-Call Back Request,Storm Water / Sewer,Services,Call Back Request,05/28/2020,08:02 AM,5,2020,RESOL,Y,07/16/2020,7.0,2020.0,49.0,1201 E 34th St,"1201 E 34th St64109
(39.064816, -94.570304)",64109.0,Center City,Jackson,3.0,Central,125760,39.064816,-94.570304,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020073442,,67,Center City
2020065888,PHONE,Public Works,Public Works-Street and Traffic-District 2,Streets / Roadways / Alleys-Pothole-District 2,Streets / Roadways / Alleys,Pothole,District 2,05/12/2020,08:28 AM,5,2020,RESOL,Y,05/15/2020,5.0,2020.0,3.0,3404 Forest Ave,"3404 Forest Ave64109
(39.064685, -94.570831)",64109.0,Center City,Jackson,3.0,Central,125732,39.064685,-94.570831,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020065888,,67,Center City
2020066322,PHONE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by City,Trash / Recycling,Trash Collection,Missed by City,05/12/2020,03:39 PM,5,2020,RESOL,Y,05/15/2020,5.0,2020.0,3.0,3304 Virginia Ave Land,"3304 Virginia Ave
Land 64109
(39.066486, -94.568449)",64109.0,Center City,Jackson,3.0,Central,125864,39.066486,-94.568449,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020066322,,67,Center City
2020065890,PHONE,Public Works,Public Works-Street and Traffic-District 2,Streets / Roadways / Alleys-Pothole-District 2,Streets / Roadways / Alleys,Pothole,District 2,05/12/2020,08:30 AM,5,2020,RESOL,Y,05/15/2020,5.0,2020.0,3.0,3410 Forest Ave,"3410 Forest Ave64109
(39.064582, -94.570836)",64109.0,Center City,Jackson,3.0,Central,125731,39.064582,-94.570836,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020065890,,67,Center City
2020073223,PHONE,NHS,NHS-Solid Waste-Administration,Trash / Recycling-Services-Call Back Request,Trash / Recycling,Services,Call Back Request,05/27/2020,03:39 PM,5,2020,RESOL,N,05/28/2020,5.0,2020.0,1.0,3304 Virginia Ave 1N,"3304 Virginia Ave64109
(39.066486, -94.568449)",64109.0,Center City,Jackson,3.0,Central,125864,39.066486,-94.568449,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020073223,,67,Center City
2019192857,PHONE,NHS,NHS-Animal Health and Safety-,Animals / Pets-Stray-At Large - Owned,Animals / Pets,Stray,At Large - Owned,11/15/2019,09:19 AM,11,2019,RESOL,N,11/15/2019,11.0,2019.0,0.0,3417 Forest Ave,"3417 Forest Ave64109
(39.064387, -94.570211)",64109.0,Center City,Jackson,3.0,Central,249893,39.064387,-94.570211,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019192857,,67,Center City
2019168498,PHONE,Health,Health-Healthy Homes-,Public Health-Services-Healthy Homes Information,Public Health,Services,Healthy Homes Information,09/19/2019,11:49 AM,9,2019,RESOL,Y,10/09/2019,10.0,2019.0,20.0,1224 E Linwood Blvd,"1224 E Linwood Blvd64109
(39.068943, -94.56895)",64109.0,Center City,Jackson,3.0,Central,125678,39.068943,-94.56895,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019168498,,67,Center City
2020073607,PHONE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by City,Trash / Recycling,Trash Collection,Missed by City,05/28/2020,10:41 AM,5,2020,RESOL,N,05/29/2020,5.0,2020.0,1.0,3331 Troost Ave,"3331 Troost Ave64109
(39.065565, -94.571232)",64109.0,Center City,Jackson,3.0,Central,125713,39.065565,-94.571232,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020073607,,67,Center City
2018019500,PHONE,NHS,NHS-Neighborhood Preservation-,Property Violations,Vehicles / Parking,Disabled/Unlicensed on Private Property,Car Private Property,02/15/2018,10:54 AM,2,2018,OPEN,Y,,,,,3343 TRACY AVE,"3343 TRACY AVE64109
(39.065196, -94.569077)",64109.0,Center City,Jackson,3.0,Central,228124,39.065196,-94.569077,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2018019500,90.0,67,Center City
2019114106,PHONE,NHS,NHS-Neighborhood Preservation-,Property Violations,Property / Buildings / Construction,Property Maintenance,Other Property Issue,06/13/2019,04:20 PM,6,2019,RESOL,Y,10/02/2019,10.0,2019.0,111.0,3301 Virginia Ave,"3301 Virginia Ave64109
(39.066604, -94.56786)",64109.0,Center City,Jackson,3.0,Central,125895,39.066604,-94.56786,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019114106,,67,Center City
2019116218,PHONE,NHS,NHS-Neighborhood Preservation-,Property Violations,Trash / Recycling,Nuisance,Trash on Private Property,06/17/2019,04:22 PM,6,2019,RESOL,Y,10/02/2019,10.0,2019.0,107.0,3120 Forest Ave,"3120 Forest Ave64109
(39.069625, -94.57038)",64109.0,Center City,Jackson,3.0,Central,125667,39.069625,-94.57038,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019116218,,67,Center City
2020026743,PHONE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by City,Trash / Recycling,Trash Collection,Missed by City,02/21/2020,04:05 PM,2,2020,RESOL,N,02/23/2020,2.0,2020.0,2.0,3341 Tracy Ave,"3341 Tracy Ave64109
(39.065308, -94.569071)",64109.0,Center City,Jackson,3.0,Central,125829,39.065308,-94.569071,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020026743,,67,Center City
2019114467,WEB,NHS,NHS-Neighborhood Preservation-,Property Violations,Mowing / Weeds,Private / Commercial,Lot - Vacant,06/14/2019,08:58 AM,6,2019,OPEN,Y,,,,,1336 E 33rd St,"1336 E 33rd St64109
(39.067023, -94.567644)",64109.0,Center City,Jackson,3.0,Central,125613,39.067023,-94.567644,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019114467,90.0,67,Center City
2019183557,BOT,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by City,Trash / Recycling,Trash Collection,Missed by City,10/23/2019,08:41 AM,10,2019,RESOL,N,10/24/2019,10.0,2019.0,1.0,3311 Tracy Ave,"3311 Tracy Ave64109
(39.066397, -94.569015)",64109.0,Center City,Jackson,3.0,Central,125843,39.066397,-94.569015,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019183557,,67,Center City
2019199645,PHONE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by City,Trash / Recycling,Trash Collection,Missed by City,12/04/2019,12:41 PM,12,2019,RESOL,Y,12/06/2019,12.0,2019.0,2.0,3229 Tracy Ave,"3229 Tracy Ave64109
(39.067333, -94.569033)",64109.0,Center City,Jackson,3.0,Central,125622,39.06733300000001,-94.569033,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019199645,,67,Center City
2020062564,PHONE,Parks and Rec,Parks and Rec-Landscape Services-Forestry,Trees-Removal-Tree down,Trees,Removal,Tree Down,05/05/2020,03:09 PM,5,2020,RESOL,Y,05/15/2020,5.0,2020.0,10.0,3301 Forest Ave,"3301 Forest Ave64109
(39.066703, -94.570091)",64109.0,Center City,Jackson,3.0,Central,125783,39.066703,-94.570091,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020062564,,67,Center City
