CASE ID,SOURCE,DEPARTMENT,WORK GROUP,REQUEST TYPE,CATEGORY,TYPE,DETAIL,CREATION DATE,CREATION TIME,CREATION MONTH,CREATION YEAR,STATUS,EXCEEDED EST TIMEFRAME,CLOSED DATE,CLOSED MONTH,CLOSED YEAR,DAYS TO CLOSE,STREET ADDRESS,ADDRESS WITH GEOCODE,ZIP CODE,NEIGHBORHOOD,COUNTY,COUNCIL DISTRICT,POLICE DISTRICT,PARCEL ID NO,LATITUDE,LONGITUDE,CASE URL,30-60-90 Days Open Window,nbh_id,nbh_name
2019183670,PHONE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by City,Trash / Recycling,Trash Collection,Missed by City,10/23/2019,10:24 AM,10,2019,RESOL,N,10/24/2019,10.0,2019.0,1.0,1609 E 35th St,"1609 E 35th St64109
(39.062779, -94.564119)",64109.0,Linwood Homeowners-Ivanhoe,Jackson,3.0,Central,134505,39.062779,-94.564119,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019183670,,52,Linwood Homeowners-Ivanhoe
2020051016,PHONE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by City,Trash / Recycling,Trash Collection,Missed by City,04/10/2020,11:04 AM,4,2020,RESOL,N,04/13/2020,4.0,2020.0,3.0,3204 Flora Ave,"3204 Flora Ave64109
(39.06759, -94.565921)",64109.0,Linwood Homeowners-Ivanhoe,Jackson,3.0,Central,281870,39.06759,-94.565921,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020051016,,52,Linwood Homeowners-Ivanhoe
2017146947,WEB,City Planning and Development,City Planning and Development-Dev Comp-Zoning,Prop/Build/Construct-Land Use / Zoning Issue-Business in a residence,Property / Buildings / Construction,Land Use / Zoning Issue,Business In A Residence,11/21/2017,09:54 AM,11,2017,RESOL,Y,11/25/2019,11.0,2019.0,734.0,3511 PASEO,"3511 PASEO64109
(39.06237, -94.566733)",64109.0,Linwood Homeowners-Ivanhoe,Jackson,3.0,Central,134473,39.06237,-94.566733,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2017146947,,52,Linwood Homeowners-Ivanhoe
2019191703,PHONE,Water Services,Water Services-Engineering-Water and Sewer,Capital Projects-Sewer-Engineering,Capital Projects,Sewer,Engineering,11/13/2019,08:23 AM,11,2019,RESOL,Y,02/13/2020,2.0,2020.0,92.0,3312 Highland Ave,"3312 Highland Ave64109
(39.065976, -94.563765)",64109.0,Linwood Homeowners-Ivanhoe,Jackson,3.0,Central,259122,39.065976,-94.563765,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019191703,,52,Linwood Homeowners-Ivanhoe
2019186472,PHONE,Public Works,Public Works-Capital Projects-Traffic Signals,Lights / Signals-Traffic Signal-Signal timing,Lights / Signals,Traffic Signal,Signal Timing,10/30/2019,08:04 AM,10,2019,RESOL,N,10/31/2019,10.0,2019.0,1.0,3838 Woodland Ave,"3838 Woodland Ave64109
(39.05595, -94.563182)",64109.0,Linwood Homeowners-Ivanhoe,Jackson,3.0,Central,135079,39.05595,-94.563182,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019186472,,52,Linwood Homeowners-Ivanhoe
2020019084,PHONE,Public Works,Public Works-Capital Projects-Signs,Streets / Roadways / Alleys-Markings / Paint-Lane lines,Streets / Roadways / Alleys,Markings / Paint,Lane Lines,02/07/2020,10:51 AM,2,2020,RESOL,N,02/10/2020,2.0,2020.0,3.0,1612 E 39th St,"1612 E 39th St64109
(39.056035, -94.564499)",64109.0,Linwood Homeowners-Ivanhoe,Jackson,3.0,Central,135051,39.056035,-94.564499,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020019084,,52,Linwood Homeowners-Ivanhoe
2019199145,PHONE,NHS,NHS-Solid Waste-Administration,Trash / Recycling-Services-Call Back Request,Trash / Recycling,Services,Call Back Request,12/03/2019,02:42 PM,12,2019,RESOL,N,12/04/2019,12.0,2019.0,1.0,1605 E 35th St,"1605 E 35th St64109
(39.062763, -94.564359)",64109.0,Linwood Homeowners-Ivanhoe,Jackson,3.0,Central,134512,39.062763,-94.564359,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019199145,,52,Linwood Homeowners-Ivanhoe
2020051138,EMAIL,Health,Health-Noise Control-,Public Health-Noise-Other,Public Health,Noise,Other,04/10/2020,12:46 PM,4,2020,OPEN,N,,,,,1700 E Linwood Blvd,"1700 E Linwood Blvd64109
(39.06917, -94.562726)",64109.0,Linwood Homeowners-Ivanhoe,Jackson,3.0,Central,247909,39.06917,-94.562726,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020051138,0.0,52,Linwood Homeowners-Ivanhoe
2020024861,PHONE,NHS,NHS-Solid Waste-Administration,Trash / Recycling-Services-Feedback,Trash / Recycling,Services,Feedback,02/19/2020,11:57 AM,2,2020,RESOL,N,02/20/2020,2.0,2020.0,1.0,3741 Flora Ave,"3741 Flora Ave64109
(39.058041, -94.565819)",64109.0,Linwood Homeowners-Ivanhoe,Jackson,3.0,Central,135205,39.058041,-94.565819,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020024861,,52,Linwood Homeowners-Ivanhoe
2019119051,PHONE,NHS,NHS-Neighborhood Preservation-,Property Violations,Mowing / Weeds,Private / Commercial,Lot - Structure,06/21/2019,10:53 AM,6,2019,RESOL,Y,08/03/2020,8.0,2020.0,409.0,3721 Wayne Ave,"3721 Wayne Ave64109
(39.058583, -94.564674)",64109.0,Linwood Homeowners-Ivanhoe,Jackson,3.0,Central,135176,39.058583,-94.564674,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019119051,,52,Linwood Homeowners-Ivanhoe
