CASE ID,SOURCE,DEPARTMENT,WORK GROUP,REQUEST TYPE,CATEGORY,TYPE,DETAIL,CREATION DATE,CREATION TIME,CREATION MONTH,CREATION YEAR,STATUS,EXCEEDED EST TIMEFRAME,CLOSED DATE,CLOSED MONTH,CLOSED YEAR,DAYS TO CLOSE,STREET ADDRESS,ADDRESS WITH GEOCODE,ZIP CODE,NEIGHBORHOOD,COUNTY,COUNCIL DISTRICT,POLICE DISTRICT,PARCEL ID NO,LATITUDE,LONGITUDE,CASE URL,30-60-90 Days Open Window,nbh_id,nbh_name
2019186563,PHONE,Water Services,Water Services-Line Maintenance-Stormwater,Stormwater-Storm Drain / Catch Basin-Clogged / Over-Flow,Storm Water / Sewer,Storm Drain / Catch Basin,Clogged / Over-Flow,10/30/2019,09:45 AM,10,2019,RESOL,Y,11/22/2019,11.0,2019.0,23.0,3634 Brooklyn Ave,"3634 Brooklyn Ave64109
(39.059925, -94.558343)",64109.0,Ivanhoe Northeast,Jackson,3.0,Central,134033,39.059925,-94.558343,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019186563,,55,Ivanhoe Northeast
2019183575,PHONE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by City,Trash / Recycling,Trash Collection,Missed by City,10/23/2019,09:03 AM,10,2019,RESOL,N,10/24/2019,10.0,2019.0,1.0,2209 E 37th St,"2209 E 37th St64109
(39.05929, -94.55736)",64109.0,Ivanhoe Northeast,Jackson,3.0,Central,133793,39.05929,-94.55736,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019183575,,55,Ivanhoe Northeast
2020028777,PHONE,NHS,NHS-Solid Waste-,Trash / Recycling-Trash Collection-Missed by City,Trash / Recycling,Trash Collection,Missed by City,02/26/2020,09:41 AM,2,2020,RESOL,N,02/27/2020,2.0,2020.0,1.0,2209 E 37th St,"2209 E 37th St64109
(39.05929, -94.55736)",64109.0,Ivanhoe Northeast,Jackson,3.0,Central,133793,39.05929,-94.55736,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028777,,55,Ivanhoe Northeast
2019062182,PHONE,NHS,NHS-Neighborhood Preservation-,Property Violations,Trees,Private Property,Dead,03/28/2019,10:41 AM,3,2019,RESOL,Y,10/24/2019,10.0,2019.0,210.0,3545 Olive St,"3545 Olive St64109
(39.061126, -94.555251)",64109.0,Ivanhoe Northeast,Jackson,3.0,Central,133731,39.061126,-94.555251,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019062182,,55,Ivanhoe Northeast
2019137403,WEB,NHS,NHS-Neighborhood Preservation-,Property Violations,Trash / Recycling,Nuisance,Trash on Private Property,07/23/2019,11:02 AM,7,2019,RESOL,Y,11/15/2019,11.0,2019.0,115.0,3800 Brooklyn Ave,"3800 Brooklyn Ave64109
(39.057381, -94.558288)",64109.0,Ivanhoe Northeast,Jackson,3.0,Central,134153,39.057381,-94.558288,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019137403,,55,Ivanhoe Northeast
2019119686,WEB,NHS,NHS-Neighborhood Preservation-,Property Violations,Property / Buildings / Construction,Property Maintenance,Fence Issue,06/22/2019,10:42 AM,6,2019,RESOL,Y,11/18/2019,11.0,2019.0,149.0,3821 Wabash Ave,"3821 Wabash Ave64128
(39.056576, -94.554332)",64128.0,Ivanhoe Northeast,Jackson,3.0,East,134393,39.056576,-94.554332,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019119686,,55,Ivanhoe Northeast
2019193714,PHONE,Public Works,Public Works-Street and Traffic-District 2,Streets / Roadways / Alleys-Pothole-District 2,Streets / Roadways / Alleys,Pothole,District 2,11/18/2019,02:56 PM,11,2019,RESOL,Y,11/21/2019,11.0,2019.0,3.0,2014 E 36th St,"2014 E 36th St64109
(39.061263, -94.559223)",64109.0,Ivanhoe Northeast,Jackson,3.0,Central,133985,39.061263,-94.559223,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019193714,,55,Ivanhoe Northeast
2020032364,PHONE,Water Services,Water Services-Line Maintenance-Stormwater,Stormwater-Storm Drain / Catch Basin-Damaged / Broken,Storm Water / Sewer,Storm Drain / Catch Basin,Damaged / Broken,03/03/2020,03:17 PM,3,2020,RESOL,Y,04/15/2020,4.0,2020.0,43.0,2001 E 35th St,"2001 E 35th St64109
(39.062608, -94.559968)",64109.0,Ivanhoe Northeast,Jackson,3.0,Central,248939,39.062608,-94.559968,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020032364,,55,Ivanhoe Northeast
2020114081,EMAIL,Public Works,Public Works-Capital Projects-Sidewalks,Sidewalks / Curbs / Ditch-Damage / Dis-Repair-Private Property,Sidewalks / Curbs / Ditch,Damage / Dis-Repair,Private Property (ROW),08/21/2020,03:15 PM,8,2020,RESOL,N,08/24/2020,8.0,2020.0,3.0,2100 E 36th St,"2100 E 36th St64109
(39.061253, -94.558925)",64109.0,Ivanhoe Northeast,Jackson,3.0,Central,134065,39.061253,-94.558925,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020114081,,55,Ivanhoe Northeast
2019184355,PHONE,Public Works,Public Works-Street and Traffic-Administration,Streets / Roadways / Alleys-Street Services-Feedback,Streets / Roadways / Alleys,Street Services,Feedback,10/24/2019,01:48 PM,10,2019,RESOL,Y,11/01/2019,11.0,2019.0,8.0,3500 Prospect Ave,"3500 Prospect Ave64128
(39.062431, -94.553576)",64128.0,Ivanhoe Northeast,Jackson,3.0,East,133922,39.062431,-94.553576,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019184355,,55,Ivanhoe Northeast
