CASE ID,SOURCE,DEPARTMENT,WORK GROUP,REQUEST TYPE,CATEGORY,TYPE,DETAIL,CREATION DATE,CREATION TIME,CREATION MONTH,CREATION YEAR,STATUS,EXCEEDED EST TIMEFRAME,CLOSED DATE,CLOSED MONTH,CLOSED YEAR,DAYS TO CLOSE,STREET ADDRESS,ADDRESS WITH GEOCODE,ZIP CODE,NEIGHBORHOOD,COUNTY,COUNCIL DISTRICT,POLICE DISTRICT,PARCEL ID NO,LATITUDE,LONGITUDE,CASE URL,30-60-90 Days Open Window,nbh_id,nbh_name
2019186557,WEB,KCPD,KCPD-Parking Control-,Vehicles / Parking-Abandoned On Street-Car,Vehicles / Parking,Abandoned On Street,Car,10/30/2019,09:39 AM,10,2019,RESOL,N,11/04/2019,11.0,2019.0,5.0,3215 Campbell St,"3215 Campbell St64109
(39.068272, -94.57402)",64109.0,North Hyde Park,Jackson,4.0,Central,128042,39.068272,-94.57402,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019186557,,76,North Hyde Park
2019208494,PHONE,NHS,NHS-Solid Waste-,Trash / Recycling-Recycling-Missed by City,Trash / Recycling,Recycling,Missed by City,12/23/2019,03:33 PM,12,2019,RESOL,N,12/24/2019,12.0,2019.0,1.0,3401 Harrison St,"3401 Harrison St64109
(39.064866, -94.572513)",64109.0,North Hyde Park,Jackson,4.0,Central,128554,39.064866,-94.572513,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019208494,,76,North Hyde Park
2020117570,PHONE,NHS,NHS-Neighborhood Preservation-,Property Violations,Trash / Recycling,Dumpsters,Private Property,08/31/2020,10:02 AM,8,2020,OPEN,N,,,,,3240 Harrison St,"3240 Harrison St64109
(39.067247, -94.573583)",64109.0,North Hyde Park,Jackson,4.0,Central,128151,39.067247,-94.573583,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020117570,0.0,76,North Hyde Park
2019199231,PHONE,City Managers Office,City Managers Office-311 Call Center-Support,Trash / Recycling-Bulky Pick Up -Address Validation,Trash / Recycling,Bulky Pick Up,Address Validation,12/03/2019,04:04 PM,12,2019,RESOL,N,12/03/2019,12.0,2019.0,0.0,3431 Holmes St,"3431 Holmes St64109
(39.064579, -94.575951)",64109.0,North Hyde Park,Jackson,4.0,Central,128496,39.064579,-94.575951,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019199231,,76,North Hyde Park
2018054554,WEB,NHS,NHS-Neighborhood Preservation-,Property Violations,Trash / Recycling,Nuisance,Trash on Private Property,05/02/2018,06:42 PM,5,2018,RESOL,Y,11/18/2019,11.0,2019.0,565.0,1021 E Linwood Blvd,"1021 E Linwood Blvd64109
(39.068287, -94.572358)",64109.0,North Hyde Park,Jackson,4.0,Central,128153,39.068287,-94.572358,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2018054554,,76,North Hyde Park
2018060065,WEB,NHS,NHS-Neighborhood Preservation-,Property Violations,Vehicles / Parking,Parked on Unapproved Surface,Car Private Property,05/13/2018,09:24 PM,5,2018,RESOL,Y,11/18/2019,11.0,2019.0,554.0,3429 Holmes St,"3429 Holmes St64109
(39.064716, -94.575944)",64109.0,North Hyde Park,Jackson,4.0,Central,128495,39.064716,-94.575944,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2018060065,,76,North Hyde Park
2020004069,WEB,NHS,NHS-Solid Waste-,Trash / Recycling-Recycling-Missed by City,Trash / Recycling,Recycling,Missed by City,01/09/2020,07:03 PM,1,2020,RESOL,N,01/13/2020,1.0,2020.0,4.0,3235 Campbell St,"3235 Campbell St64109
(39.067502, -94.574059)",64109.0,North Hyde Park,Jackson,4.0,Central,128049,39.06750200000001,-94.574059,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020004069,,76,North Hyde Park
2019180563,EMAIL,Parks and Rec,Parks and Rec-Landscape Services-Forestry,Trees-Services-Service Issue / Problem,Trees,Services,Service Issue / Problem,10/16/2019,08:43 AM,10,2019,RESOL,Y,10/19/2019,10.0,2019.0,3.0,3257 Gillham Plz,"3257 Gillham Plz64109
(39.066588, -94.578786)",64109.0,North Hyde Park,Jackson,4.0,Central,128370,39.066588,-94.578786,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019180563,,76,North Hyde Park
2018052494,PHONE,NHS,NHS-Neighborhood Preservation-,Property Violations,Trash / Recycling,Nuisance,Trash on Private Property,04/30/2018,10:37 AM,4,2018,RESOL,Y,11/15/2019,11.0,2019.0,564.0,3410 Troost Ave,"3410 Troost Ave64109
(39.064233, -94.572263)",64109.0,North Hyde Park,Jackson,4.0,Central,128486,39.064233,-94.572263,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2018052494,,76,North Hyde Park
2020007725,WEB,Public Works,Public Works-Street and Traffic-District 2,Streets / Roadways / Alleys-Pothole-District 2,Streets / Roadways / Alleys,Pothole,District 2,01/17/2020,05:58 PM,1,2020,RESOL,Y,02/11/2020,2.0,2020.0,25.0,3315 Gillham Plz,"3315 Gillham Plz64109
(39.065729, -94.579992)",64109.0,North Hyde Park,Jackson,4.0,Central,128263,39.065729,-94.579992,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020007725,,76,North Hyde Park
2019205573,PHONE,NHS,NHS-Solid Waste-,Trash / Recycling-Recycling-Missed by City,Trash / Recycling,Recycling,Missed by City,12/18/2019,10:03 AM,12,2019,RESOL,N,12/20/2019,12.0,2019.0,2.0,3424 Campbell St,"3424 Campbell St64109
(39.064379, -94.574328)",64109.0,North Hyde Park,Jackson,4.0,Central,128538,39.064379,-94.574328,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019205573,,76,North Hyde Park
2019205594,PHONE,NHS,NHS-Solid Waste-,Trash / Recycling-Recycling-Missed by City,Trash / Recycling,Recycling,Missed by City,12/18/2019,10:15 AM,12,2019,RESOL,N,12/20/2019,12.0,2019.0,2.0,3400 Holmes St,"3400 Holmes St64109
(39.065146, -94.57661)",64109.0,North Hyde Park,Jackson,4.0,Central,128335,39.065146,-94.57661,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019205594,,76,North Hyde Park
2019177339,PHONE,Parks and Rec,Parks and Rec-Landscape Services-Forestry,Trees-Removal-Stump,Trees,Removal,Stump,10/08/2019,05:33 PM,10,2019,RESOL,Y,10/24/2019,10.0,2019.0,16.0,3421 Kenwood Ave,"3421 Kenwood Ave64109
(39.064524, -94.577123)",64109.0,North Hyde Park,Jackson,4.0,Central,128325,39.064524,-94.577123,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019177339,,76,North Hyde Park
2015026039,PHONE,NHS,NHS-Neighborhood Preservation-,Property Violations,Property / Buildings / Construction,Property Maintenance,Other Property Issue,03/16/2015,12:18 PM,3,2015,RESOL,Y,01/14/2020,1.0,2020.0,1765.0,3126 Charlotte St,"3126 Charlotte St64109
(39.069458, -94.575786)",64109.0,North Hyde Park,Jackson,4.0,Central,128002,39.069458,-94.575786,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2015026039,,76,North Hyde Park
2020021555,EMAIL,Public Works,Public Works-Street and Traffic-District 2,Streets/Roadways/Alleys-Other Maintenance-District 2,Streets / Roadways / Alleys,Other-Maintenance,District 2,02/12/2020,08:42 AM,2,2020,RESOL,Y,03/09/2020,3.0,2020.0,26.0,3425 Gillham Rd,"3425 Gillham Rd64109
(39.064222, -94.580602)",64109.0,North Hyde Park,Jackson,4.0,Central,128287,39.064222,-94.580602,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020021555,,76,North Hyde Park
2020021569,EMAIL,Public Works,Public Works-Street and Traffic-District 2,Streets/Roadways/Alleys-Other Maintenance-District 2,Streets / Roadways / Alleys,Other-Maintenance,District 2,02/12/2020,08:48 AM,2,2020,RESOL,Y,03/09/2020,3.0,2020.0,26.0,3101 Gillham Plz,"3101 Gillham Plz64109
(39.070139, -94.578558)",64109.0,North Hyde Park,Jackson,4.0,Central,128258,39.07013900000001,-94.578558,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020021569,,76,North Hyde Park
2019184006,PHONE,Public Works,Public Works-Capital Projects-Traffic Permits,Streets / Roadways / Alleys-Cut / Permit-District 2,Streets / Roadways / Alleys,Cut / Permit,District 2,10/23/2019,04:32 PM,10,2019,RESOL,Y,10/28/2019,10.0,2019.0,5.0,520 E Armour Blvd,"520 E Armour Blvd64109
(39.064007, -94.579016)",64109.0,North Hyde Park,Jackson,4.0,Central,128305,39.064007,-94.579016,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019184006,,76,North Hyde Park
2019110590,WEB,NHS,NHS-Neighborhood Preservation-,Property Violations,Trash / Recycling,Nuisance,Trash on Private Property,06/09/2019,11:47 AM,6,2019,RESOL,Y,03/18/2020,3.0,2020.0,283.0,3110 Charlotte St,"3110 Charlotte St64109
(39.070155, -94.575749)",64109.0,North Hyde Park,Jackson,4.0,Central,128084,39.070155,-94.575749,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019110590,,76,North Hyde Park
2019189669,WEB,Parks and Rec,Parks and Rec-Landscape Services-Forestry Tech,Trees-Services-Plant City Tree Request,Trees,Services,Plant City Tree Request,11/06/2019,11:45 AM,11,2019,RESOL,N,11/08/2019,11.0,2019.0,2.0,3337 Gillham Rd,"3337 Gillham Rd64109
(39.065035, -94.579424)",64109.0,North Hyde Park,Jackson,4.0,Central,128297,39.065035,-94.579424,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019189669,,76,North Hyde Park
2020066010,PHONE,Parks and Rec,Parks and Rec-Landscape Services-Forestry,Trees-Trimming-Visibility,Trees,Trimming,Visibility,05/12/2020,10:41 AM,5,2020,RESOL,Y,05/27/2020,5.0,2020.0,15.0,3348 Gillham Rd,"3348 Gillham Rd64109
(39.065511, -94.580005)",64109.0,North Hyde Park,Jackson,4.0,Central,128264,39.065511,-94.580005,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020066010,,76,North Hyde Park
2019199790,PHONE,NHS,NHS-Neighborhood Preservation-,Property Violations,Property / Buildings / Construction,Property Maintenance,Other Property Issue,12/04/2019,03:35 PM,12,2019,OPEN,N,,,,,3129 Harrison St,"3129 Harrison St64109
(39.069337, -94.572302)",64109.0,North Hyde Park,Jackson,4.0,Central,128108,39.069337,-94.572302,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019199790,0.0,76,North Hyde Park
2019114088,WEB,NHS,NHS-Neighborhood Preservation-,Property Violations,Property / Buildings / Construction,Property Maintenance,Other Property Issue,06/13/2019,04:10 PM,6,2019,RESOL,Y,12/12/2019,12.0,2019.0,182.0,3416 Cherry St,"3416 Cherry St64109
(39.064539, -94.578986)",64109.0,North Hyde Park,Jackson,4.0,Central,128307,39.064539,-94.578986,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019114088,,76,North Hyde Park
2020003651,TWIR,Public Works,Public Works-Street and Traffic-Streetlights,Lights / Signals-Street Light-Pole down or leaning,Lights / Signals,Street Light,Pole Down or Leaning,01/09/2020,09:23 AM,1,2020,RESOL,N,01/10/2020,1.0,2020.0,1.0,3200 Gillham Rd,"3200 Gillham Rd64109
(39.0685, -94.578161)",64109.0,North Hyde Park,Jackson,4.0,Central,128244,39.0685,-94.578161,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020003651,,76,North Hyde Park
2019022963,WEB,Public Works,Public Works-Capital Projects-Traffic Signals,Lights / Signals-Traffic Signal-Signal out,Lights / Signals,Traffic Signal,Signal Out,01/30/2019,07:20 AM,1,2019,RESOL,N,02/04/2019,2.0,2019.0,5.0,400 E Armour Blvd,"400 E Armour Blvd64109
(39.063925, -94.580525)",64109.0,North Hyde Park,Jackson,4.0,Central,128288,39.063925,-94.580525,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019022963,,76,North Hyde Park
2016082120,INSPE,NHS,NHS-Neighborhood Preservation-,Property Violations,Property / Buildings / Construction,Property Maintenance,Main Structure,07/15/2016,08:06 AM,7,2016,RESOL,Y,10/09/2019,10.0,2019.0,1181.0,3409 Holmes St,"3409 Holmes St64109
(39.065423, -94.576064)",64109.0,North Hyde Park,Jackson,4.0,Central,128560,39.065423,-94.576064,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2016082120,,76,North Hyde Park
