CASE ID,SOURCE,DEPARTMENT,WORK GROUP,REQUEST TYPE,CATEGORY,TYPE,DETAIL,CREATION DATE,CREATION TIME,CREATION MONTH,CREATION YEAR,STATUS,EXCEEDED EST TIMEFRAME,CLOSED DATE,CLOSED MONTH,CLOSED YEAR,DAYS TO CLOSE,STREET ADDRESS,ADDRESS WITH GEOCODE,ZIP CODE,NEIGHBORHOOD,COUNTY,COUNCIL DISTRICT,POLICE DISTRICT,PARCEL ID NO,LATITUDE,LONGITUDE,CASE URL,30-60-90 Days Open Window,nbh_id,nbh_name
2020033954,WEB,NHS,NHS-Neighborhood Preservation-,Property Violations,Trash / Recycling,Nuisance,Trash on Private Property,03/05/2020,04:55 PM,3,2020,OPEN,Y,,,,,3901 Troost Ave,"3901 Troost Ave64110
(39.055822, -94.571777)",64110.0,Manheim Park,Jackson,3.0,Central,135571,39.055822,-94.571777,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020033954,60.0,69,Manheim Park
2019199022,PHONE,Health,Health-Rat-,Animals / Pets-Rat Treatment-Outside,Animals / Pets,Rat Treatment,Outside,12/03/2019,12:47 PM,12,2019,RESOL,N,12/03/2019,12.0,2019.0,0.0,4519 Tracy Ave,"4519 Tracy Ave64110
(39.044511, -94.57005)",64110.0,Manheim Park,Jackson,3.0,Central,137960,39.044511,-94.57005,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019199022,,69,Manheim Park
2020007528,WEB,NHS,NHS-Neighborhood Preservation-,Property Violations,Property / Buildings / Construction,Property Maintenance,Other Property Issue,01/17/2020,12:22 PM,1,2020,OPEN,N,,,,,1314 E 42nd St,"1314 E 42nd St64110
(39.050843, -94.569507)",64110.0,Manheim Park,Jackson,3.0,Central,135932,39.050843,-94.569507,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020007528,0.0,69,Manheim Park
2019180443,PHONE,NHS,NHS-Neighborhood Preservation-Abatement,Trash / Recycling-Nuisance-Land Bank,Trash / Recycling,Nuisance,Land Bank,10/15/2019,06:09 PM,10,2019,RESOL,N,10/16/2019,10.0,2019.0,1.0,1216 E 44th St,"1216 E 44th St64110
(39.047345, -94.570443)",64110.0,Manheim Park,Jackson,3.0,Central,137900,39.047345,-94.570443,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019180443,,69,Manheim Park
2020025718,PHONE,Public Works,Public Works-Street and Traffic-District 2,Streets / Roadways / Alleys-Pothole-District 2,Streets / Roadways / Alleys,Pothole,District 2,02/20/2020,10:21 AM,2,2020,RESOL,N,02/24/2020,2.0,2020.0,4.0,1102 E 47th St,"1102 E 47th St64110
(39.042042, -94.572541)",64110.0,Manheim Park,Jackson,3.0,Central,138001,39.042042,-94.572541,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020025718,,69,Manheim Park
2020066041,PHONE,Health,Health-Communicable Disease Control-,Public Health-Disease Control-All,Public Health,Disease Control,All,05/12/2020,11:05 AM,5,2020,RESOL,N,05/18/2020,5.0,2020.0,6.0,4532 Paseo,"4532 Paseo64110
(39.044031, -94.568524)",64110.0,Manheim Park,Jackson,3.0,Central,137994,39.044031,-94.568524,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020066041,,69,Manheim Park
2020007684,PHONE,Public Works,Public Works-Capital Projects-Traffic Signals,Lights / Signals-Traffic Signal-Signal out,Lights / Signals,Traffic Signal,Signal Out,01/17/2020,05:14 PM,1,2020,RESOL,N,01/21/2020,1.0,2020.0,4.0,4501 Troost Ave,"4501 Troost Ave64110
(39.044929, -94.572364)",64110.0,Manheim Park,Jackson,3.0,Central,208610,39.044929,-94.572364,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020007684,,69,Manheim Park
2019202500,EMAIL,KCPD,KCPD-Parking Control-,Vehicles / Parking-Abandoned On Street-Other,Vehicles / Parking,Abandoned On Street,Other,12/11/2019,12:58 PM,12,2019,RESOL,N,12/16/2019,12.0,2019.0,5.0,4221 Forest Ave,"4221 Forest Ave64110
(39.049875, -94.570819)",64110.0,Manheim Park,Jackson,3.0,Central,136018,39.049875,-94.570819,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019202500,,69,Manheim Park
2020102127,PHONE,Public Works,Public Works-Capital Projects-Signs,Signs-Traffic Sign-Damaged – Emergency,Signs,Traffic Sign,Damaged - Emergency,07/26/2020,06:32 PM,7,2020,RESOL,N,07/31/2020,7.0,2020.0,5.0,4134 Virginia Ave,"4134 Virginia Ave64110
(39.0511, -94.5692)",64110.0,Manheim Park,Jackson,3.0,Central,135938,39.0511,-94.5692,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020102127,,69,Manheim Park
2019193593,PHONE,NHS,NHS-Neighborhood Preservation-,Property Violations,Trash / Recycling,Nuisance,Trash on Private Property,11/18/2019,11:57 AM,11,2019,RESOL,N,11/25/2019,11.0,2019.0,7.0,4316 Forest Ave,"4316 Forest Ave64110
(39.048064, -94.571669)",64110.0,Manheim Park,Jackson,3.0,Central,137887,39.048064,-94.571669,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019193593,,69,Manheim Park
2019190044,PHONE,Health,Health-Healthy Homes-,Public Health-Services-Healthy Homes Information,Public Health,Services,Healthy Homes Information,11/07/2019,08:26 AM,11,2019,RESOL,Y,11/26/2019,11.0,2019.0,19.0,4113 Troost Ave,"4113 Troost Ave64110
(39.051952, -94.571958)",64110.0,Manheim Park,Jackson,3.0,Central,135848,39.051952,-94.571958,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019190044,,69,Manheim Park
2019204196,PHONE,City Managers Office,City Managers Office-311 Call Center-Support,Trash / Recycling-Bulky Pick Up -Address Validation,Trash / Recycling,Bulky Pick Up,Address Validation,12/16/2019,03:12 PM,12,2019,RESOL,Y,01/10/2020,1.0,2020.0,25.0,3949 Troost Ave,"3949 Troost Ave64110
(39.054495, -94.571974)",64110.0,Manheim Park,Jackson,3.0,Central,135783,39.054495,-94.571974,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019204196,,69,Manheim Park
