CASE ID,SOURCE,DEPARTMENT,WORK GROUP,REQUEST TYPE,CATEGORY,TYPE,DETAIL,CREATION DATE,CREATION TIME,CREATION MONTH,CREATION YEAR,STATUS,EXCEEDED EST TIMEFRAME,CLOSED DATE,CLOSED MONTH,CLOSED YEAR,DAYS TO CLOSE,STREET ADDRESS,ADDRESS WITH GEOCODE,ZIP CODE,NEIGHBORHOOD,COUNTY,COUNCIL DISTRICT,POLICE DISTRICT,PARCEL ID NO,LATITUDE,LONGITUDE,CASE URL,30-60-90 Days Open Window,nbh_id,nbh_name
2019199264,EMAIL,KCPD,KCPD-Parking Control-,Vehicles / Parking-Abandoned On Street-Other,Vehicles / Parking,Abandoned On Street,Other,12/03/2019,04:37 PM,12,2019,RESOL,N,12/05/2019,12.0,2019.0,2.0,2100 Harrison St,"2100 Harrison St64108
(39.087217, -94.57214)",64108.0,Hospital Hill,Jackson,3.0,Central,124724,39.087217,-94.57214,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019199264,,6,Hospital Hill
2020009251,WEB,Public Works,Public Works-Street and Traffic-District 2,Streets / Roadways / Alleys-Pothole-District 2,Streets / Roadways / Alleys,Pothole,District 2,01/22/2020,01:01 PM,1,2020,RESOL,Y,02/27/2020,2.0,2020.0,36.0,2211 Charlotte St,"2211 Charlotte St64108
(39.085693, -94.573912)",64108.0,Hospital Hill,Jackson,4.0,Central,281785,39.085693,-94.573912,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020009251,,6,Hospital Hill
2019062385,WEB,NHS,NHS-Neighborhood Preservation-,Property Violations,Trash / Recycling,Nuisance,Trash on Private Property,03/28/2019,01:32 PM,3,2019,RESOL,Y,11/18/2019,11.0,2019.0,235.0,1816 Troost Ave,"1816 Troost Ave64108
(39.090591, -94.570686)",64108.0,Hospital Hill,Jackson,3.0,Central,124575,39.090591,-94.570686,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019062385,,6,Hospital Hill
2019189936,EMAIL,City Managers Office,City Managers Office-311 Call Center-Support,Government-Not Provided By KCMO-MODOT,Government,Not Provided By KCMO,MODOT,11/06/2019,05:14 PM,11,2019,RESOL,N,11/06/2019,11.0,2019.0,0.0,1612 Campbell St,"1612 Campbell St64108
(39.093583, -94.573251)",64108.0,Hospital Hill,Jackson,4.0,Central,260739,39.093583,-94.573251,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019189936,,6,Hospital Hill
2019034408,WEB,NHS,NHS-Neighborhood Preservation-,Property Violations,Property / Buildings / Construction,Property Maintenance,Other Property Issue,02/14/2019,05:04 PM,2,2019,RESOL,Y,10/24/2019,10.0,2019.0,252.0,400 E 18th St,"400 E 18th St64108
(39.091868, -94.578602)",64108.0,Hospital Hill,Jackson,4.0,Central,124625,39.091868,-94.578602,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019034408,,6,Hospital Hill
2019176977,WEB,City Managers Office,City Managers Office-311 Call Center-Support,Government-Not Provided By KCMO-MODOT,Government,Not Provided By KCMO,MODOT,10/08/2019,10:35 AM,10,2019,RESOL,N,10/09/2019,10.0,2019.0,1.0,1014 E 19th St,"1014 E 19th St64108
(39.090234, -94.570722)",64108.0,Hospital Hill,Jackson,3.0,Central,124571,39.090234,-94.570722,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019176977,,6,Hospital Hill
2017130552,PHONE,NHS,NHS-Neighborhood Preservation-,Property Violations,Trash / Recycling,Nuisance,Open Storage,10/11/2017,11:19 AM,10,2017,RESOL,Y,08/10/2020,8.0,2020.0,1034.0,1604 LOCUST ST,"1604 LOCUST ST64108
(39.093985, -94.578011)",64108.0,Hospital Hill,Jackson,4.0,Central,122778,39.093985,-94.578011,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2017130552,,6,Hospital Hill
2020026203,WEB,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,02/20/2020,07:47 PM,2,2020,RESOL,Y,03/10/2020,3.0,2020.0,19.0,911 E 18th St,"911 E 18th St64108
(39.091233, -94.572376)",64108.0,Hospital Hill,Jackson,3.0,Central,124608,39.091233,-94.572376,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020026203,,6,Hospital Hill
2020039318,PHONE,Water Services,Water Services-Meter and Field Services-,Water-No Water / Pressure-No Water,Water,No Water / Pressure,No Water,03/16/2020,01:52 PM,3,2020,RESOL,N,03/17/2020,3.0,2020.0,1.0,1728 Holmes St,"1728 Holmes St64108
(39.091989, -94.575778)",64108.0,Hospital Hill,Jackson,4.0,Central,249799,39.091989,-94.575778,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020039318,,6,Hospital Hill
2020010745,WEB,City Managers Office,City Managers Office-KCPD-,Public Safety-Police-Homeless camp,Public Safety,Police,Homeless Camp,01/24/2020,12:42 AM,1,2020,RESOL,Y,02/10/2020,2.0,2020.0,17.0,400 E 22nd St,"400 E 22nd St64108
(39.08696, -94.578745)",64108.0,Hospital Hill,Jackson,4.0,Central,247799,39.08696,-94.578745,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020010745,,6,Hospital Hill
